iidcolonia,iidentidad,iidalcaldia,iidcodigop,cdescripcion,iestatus
9983,9,15,15700,Federal,1
9984,9,15,15710,Industrial Puerto Aéreo,1
9985,9,15,15720,Zaragoza Bahía,1
9986,9,15,15730,4 Árboles,1
9987,9,15,15740,Aviación Civil,1
9988,9,15,15750,Ampliación Aviación Civil,1
9989,9,15,15800,Jamaica,1
9990,9,15,15810,Merced Balbuena,1
9991,9,15,15820,Lorenzo Boturini,1
9992,9,15,15830,Artes Gráficas,1
9993,9,15,15840,Sevilla,1
9994,9,15,15850,Magdalena Mixiuhca,1
9995,9,15,15860,Pueblo de La Magdalena Mixiuhca,1
9996,9,15,15870,Aarón Sáenz,1
9997,9,15,15900,Jardín Balbuena,1
9998,9,15,15940,Morelos,1
9999,9,15,15950,Unidad Kennedy,1
10000,9,15,15960,Del Parque,1
10001,9,15,15968,Tribunales de La Suprema Corte de Justicia,1
10002,9,15,15970,Aeronáutica Militar,1
10003,9,15,15980,24 de Abril,1
10004,9,15,15990,Álvaro Obregón,1
10005,9,16,16000,Barrio La Concepción Tlacoapa,1
10006,9,16,16000,Barrio San Juan,1
10007,9,16,16000,Barrio San Antonio,1
10008,9,16,16010,Bosque Residencial del Sur,1
10009,9,16,16010,San Bartolo El Chico,1
10010,9,16,16010,Aldama,1
10011,9,16,16010,Paseos del Sur,1
10012,9,16,16010,Arcos del Sur,1
10013,9,16,16010,Las Peritas,1
10014,9,16,16020,Santa María Tepepan,1
10015,9,16,16020,San Juan Tepepan,1
10016,9,16,16029,Ampliación Tepepan,1
10017,9,16,16030,La Noria,1
10018,9,16,16030,División del Norte INFONAVIT,1
10019,9,16,16030,Potrero de San Bernardino,1
10020,9,16,16030,Huichapan,1
10021,9,16,16030,Ampliación La Noria,1
10022,9,16,16034,Barrio 18,1
10023,9,16,16035,Rinconada Coapa,1
10024,9,16,16035,San Lorenzo La Cebada,1
10025,9,16,16036,Mercado de Flores Plantas y Hortalizas,1
10026,9,16,16038,Ampliación San Marcos Norte,1
10027,9,16,16039,San Marcos,1
10028,9,16,16040,Barrio San Lorenzo,1
10029,9,16,16040,Barrio La Asunción,1
10030,9,16,16050,Jardines del Sur,1
10031,9,16,16050,Barrio San Marcos,1
10032,9,16,16050,Tierra Nueva,1
10033,9,16,16057,Redención,1
10034,9,16,16058,Villa Xochimilco,1
10035,9,16,16059,"Pblo. Stgo.Tepalcatlalpan, U. H. Rinconada del Sur",1
10036,9,16,16059,Las Gárgolas,1
10037,9,16,16060,El Mirador,1
10038,9,16,16070,Barrio La Guadalupita,1
10039,9,16,16070,Barrio El Rosario,1
10040,9,16,16070,Barrio Santa Crucita,1
10041,9,16,16070,Barrio Belén,1
10042,9,16,16080,Barrio San Diego,1
10043,9,16,16080,Barrio La Santísima,1
10044,9,16,16080,Barrio San Cristóbal,1
10045,9,16,16080,Barrio San Esteban,1
10046,9,16,16090,Barrio Xaltocan,1
10047,9,16,16090,Barrio San Pedro,1
10048,9,16,16090,Caltongo,1
10049,9,16,16090,Tablas de San Lorenzo,1
10050,9,16,16098,Los Geranios,1
10051,9,16,16099,Nativitas INFONAVIT,1
10052,9,16,16100,Santa Cruz Xochitepec,1
10053,9,16,16105,Rinconada San Pablo,1
10054,9,16,16200,Santiago Tepalcatlalpan,1
10055,9,16,16210,La Concha,1
10056,9,16,16220,San José Zacatepec,1
10057,9,16,16240,Tlaxopan 1a Sección,1
10058,9,16,16240,Tlaxopan  2a Sección,1
10059,9,16,16244,Tlaxopan Norte,1
10060,9,16,16247,Paraje Tlalatlaco,1
10061,9,16,16248,Ocotitla,1
10062,9,16,16300,San Lucas Xochimanca,1
10063,9,16,16310,La Cañada,1
10064,9,16,16320,San Lucas Oriente,1
10065,9,16,16330,Loreto y Peña Pobre,1
10066,9,16,16340,Texmic,1
10067,9,16,16400,San Lorenzo Atemoaya,1
10068,9,16,16410,Lomas de Tonalco,1
10069,9,16,16420,San Jerónimo,1
10070,9,16,16428,El Jazmín,1
10071,9,16,16429,Rancho Tejomulco,1
10072,9,16,16430,Xochipilli,1
10073,9,16,16440,Año de Juárez,1
10074,9,16,16443,Barrio Pocitos,1
10075,9,16,16450,Santa María Nativitas,1
10076,9,16,16457,Lomas de Nativitas,1
10077,9,16,16459,Ampliación Nativitas,1
10078,9,16,16500,Santa Cruz Acalpixca,1
10079,9,16,16510,Tecacalanco,1
10080,9,16,16513,Barrio Apatlaco,1
10081,9,16,16513,Barrio del Puente,1
10082,9,16,16514,Barrio La Gallera,1
10083,9,16,16514,Barrio Calpulco,1
10084,9,16,16514,Barrio Tetitla,1
10085,9,16,16514,Tetitla la Gallera,1
10086,9,16,16515,San José Obrero,1
10087,9,16,16520,Barrio La Planta,1
10088,9,16,16520,Tiziclipa,1
10089,9,16,16530,Barrio Las Cruces,1
10090,9,16,16530,Barrio Las Flores,1
10091,9,16,16533,Barrio Ahualapa,1
10092,9,16,16550,Valle de Santa María,1
10093,9,16,16550,Tototitla,1
10094,9,16,16600,San Gregorio Atlapulco,1
10095,9,16,16604,Barrio San Andrés,1
10096,9,16,16605,Barrio Los Reyes,1
10097,9,16,16606,Barrio 3 de Mayo,1
10098,9,16,16607,Barrio San Antonio,1
10099,9,16,16609,Barrio La Candelaria,1
10100,9,16,16610,San Luis Tlaxialtemalco,1
10101,9,16,16614,Barrio Niños Héroes,1
10102,9,16,16615,Barrio La Asunción,1
10103,9,16,16616,Barrio Santa Cecilia,1
10104,9,16,16617,Barrio San Sebastián,1
10105,9,16,16620,Barrio San José,1
10106,9,16,16629,Barrio San Juan,1
10107,9,16,16629,Barrio La Guadalupana,1
10108,9,16,16630,Barrio San Juan Moyotepec,1
10109,9,16,16640,Barrio San Juan Minas,1
10110,9,16,16710,Quirino Mendoza,1
10111,9,16,16720,Del Carmen,1
10112,9,16,16739,San Isidro,1
10113,9,16,16740,Guadalupita,1
10114,9,16,16749,Las Animas,1
10115,9,16,16750,Barrio Calyequita,1
10116,9,16,16770,San Felipe,1
10117,9,16,16776,Tecoloxtitla,1
10118,9,16,16776,Santiaguito,1
10119,9,16,16776,El Mirador,1
10120,9,16,16780,Cristo Rey,1
10121,9,16,16780,Cerrillos Tercera Sección,1
10122,9,16,16780,El Sacrificio,1
10123,9,16,16780,San Francisco Chiquimola,1
10124,9,16,16780,Cerrillos Primera Sección,1
10125,9,16,16780,Cerrillos Segunda Sección,1
10126,9,16,16797,Nativitas,1
10127,9,16,16799,Las Mesitas,1
10128,9,16,16800,San Mateo Xalpa,1
10129,9,16,16808,El Arenal,1
10130,9,16,16810,Santa Inés,1
10131,9,16,16810,Santa Inés,1
10132,9,16,16810,Cerro Grande,1
10133,9,16,16810,San Andrés Ahuayucan,1
10134,9,16,16810,Nueva Tenochtitlán,1
10135,9,16,16810,El Mirador 2a Sección,1
10136,9,16,16810,Rosario Tlali,1
10137,9,16,16813,Barrio El Calvario,1
10138,9,16,16819,Tetlatilco,1
10139,9,16,16819,Axcallote,1
10140,9,16,16840,Santa Cruz Chavarrieta,1
10141,9,16,16840,Tlaltepetla,1
10142,9,16,16850,Atocle,1
10143,9,16,16850,Barrio Chapultepec,1
10144,9,16,16860,Santa Cruz de Guadalupe,1
10145,9,16,16866,Tecalipa,1
10146,9,16,16869,San Juan de los Lagos,1
10147,9,16,16870,El Cedral,1
10148,9,16,16880,Santa Cecilia Tepetlapa,1
10149,9,16,16880,El Capulín,1
10150,9,16,16880,La Herradura Hueytepec,1
10151,9,16,16888,Paraje Tlachiultepec,1
10152,9,16,16888,El Teoca,1
10153,9,16,16888,Rinconada del Teoca,1
10154,9,16,16889,Villa San Isidro,1
10155,9,16,16900,San Francisco Tlalnepantla,1
10156,9,16,16908,Los Capulines,1
10157,9,16,16909,Club Monte Sur,1
10158,9,16,16910,Pedregal de San Francisco,1
