iidcolonia,iidentidad,iidalcaldia,iidcodigop,cdescripcion,iestatus
9343,9,9,09779,Fase II,1
9344,9,9,09780,Año de Juárez,1
9345,9,9,09780,INFONAVIT,1
9346,9,9,09780,El Árbol FOVISSSTE,1
9347,9,9,09780,El Tesoro,1
9348,9,9,09780,Lomas de San Lorenzo,1
9349,9,9,09780,Fividesu Avenida 3,1
9350,9,9,09790,San Lorenzo Tezonco,1
9351,9,9,09800,Estrella Culhuacán,1
9352,9,9,09800,Fuego Nuevo,1
9353,9,9,09800,San Antonio Culhuacán,1
9354,9,9,09800,Predio Maravillas,1
9355,9,9,09800,San Marcos,1
9356,9,9,09800,San Simón Culhuacán,1
9357,9,9,09800,El Mirador,1
9358,9,9,09800,Barrio San Antonio Culhuacán,1
9359,9,9,09800,Barrio Tula,1
9360,9,9,09800,Pueblo Culhuacán,1
9361,9,9,09800,Valle de Luces,1
9362,9,9,09809,Valle de Luces,1
9363,9,9,09810,Granjas Esmeralda,1
9364,9,9,09810,Minerva,1
9365,9,9,09810,Los Cipreses,1
9366,9,9,09810,Progreso del Sur,1
9367,9,9,09819,Valle del Sur,1
9368,9,9,09820,La Mora Grande,1
9369,9,9,09820,El Santuario,1
9370,9,9,09820,Ricardo Flores Magón,1
9371,9,9,09820,Estrella del Sur,1
9372,9,9,09820,Santa Isabel Industrial,1
9373,9,9,09828,Ampliación Ricardo Flores Magón,1
9374,9,9,09829,Ampliación El Santuario,1
9375,9,9,09829,Villas San Diego,1
9376,9,9,09830,El Molino,1
9377,9,9,09830,Jesús Vela,1
9378,9,9,09830,Paraje San Juan,1
9379,9,9,09830,Los Ángeles,1
9380,9,9,09830,Lomas El Manto,1
9381,9,9,09830,El Manto,1
9382,9,9,09836,Cuitlahuac,1
9383,9,9,09837,San Miguel 8va. Ampliación,1
9384,9,9,09838,Plan de Iguala,1
9385,9,9,09839,San Juan Joya,1
9386,9,9,09839,Ampliación Paraje San Juan,1
9387,9,9,09840,Los Reyes Culhuacán,1
9388,9,9,09849,Ampliación Los Reyes,1
9389,9,9,09850,San Juan Xalpa,1
9390,9,9,09850,Popular Oriente,1
9391,9,9,09850,Naranjos,1
9392,9,9,09850,Lirios FOVISSSTE,1
9393,9,9,09850,Carolinas,1
9394,9,9,09850,San Nicolás Tolentino,1
9395,9,9,09850,Santa María del Monte,1
9396,9,9,09850,Predio Nautla,1
9397,9,9,09850,San Juan Xalpa,1
9398,9,9,09850,San Nicolás Tolentino,1
9399,9,9,09850,Cedros,1
9400,9,9,09850,Vikingos,1
9401,9,9,09856,Ampliación Veracruzana,1
9402,9,9,09856,Estado de Veracruz,1
9403,9,9,09857,San Francisco INFONAVIT,1
9404,9,9,09857,San Lorenzo,1
9405,9,9,09857,El Tule,1
9406,9,9,09858,Paraje San Juan Cerro,1
9407,9,9,09859,Benito Juárez,1
9408,9,9,09860,Bellavista,1
9409,9,9,09860,Reforma Garay INFONAVIT,1
9410,9,9,09860,Casa Blanca,1
9411,9,9,09860,El Rodeo,1
9412,9,9,09860,España,1
9413,9,9,09860,Cerro de La Estrella,1
9414,9,9,09860,Ampliación Bellavista,1
9415,9,9,09860,Parque Nacional Cerro  de la Estrella,1
9416,9,9,09860,Sabadell Bellavista,1
9417,9,9,09860,Viva Sur,1
9418,9,9,09864,Bertha Von Bloumer,1
9419,9,9,09868,San Juan Estrella,1
9420,9,9,09870,San Andrés Tomatlán,1
9421,9,9,09870,12 de Diciembre,1
9422,9,9,09870,San Andrés Tomatlán,1
9423,9,9,09870,Santa María Tomatlán,1
9424,9,9,09870,La Loma,1
9425,9,9,09880,Granjas Estrella,1
9426,9,9,09880,Jacarandas,1
9427,9,9,09880,Campestre Estrella,1
9428,9,9,09880,Cooperativa de Trabajadores Sector Pesca,1
9429,9,9,09880,El Vergel,1
9430,9,9,09889,Rinconada Estrella,1
9431,9,9,09890,Lomas Estrella,1
9432,9,9,09897,Carlos Jonguitud Barrios,1
9433,9,9,09897,Residencial Venecia,1
9434,9,9,09899,Lomas Estrella FOVISSSTE,1
9435,9,9,09900,San Antonio,1
9436,9,9,09900,Guadalupe,1
9437,9,9,09900,San Lorenzo,1
9438,9,9,09910,Los Mirasoles,1
9439,9,9,09910,La Esperanza,1
9440,9,9,09920,José López Portillo,1
9441,9,9,09930,El Rosario,1
9442,9,9,09940,Jardines de San Lorenzo Tezonco,1
9443,9,9,09960,USCOVI,1
9444,9,9,09960,Cooperativa Tlaltenco,1
9445,9,9,09960,Na hal ti,1
9446,9,9,09960,Celoalliotli,1
9447,9,9,09960,Huasipungo,1
9448,9,9,09960,Rinconada del Molino,1
9449,9,9,09960,Moyocoyani,1
9450,9,9,09960,El Molino Tezonco,1
9451,9,9,09960,Allapetlalli,1
9452,9,9,09960,Nueva Generación,1
9453,9,9,09960,La Planta,1
9454,9,9,09969,Cananea,1
9455,9,9,09970,Valle de San Lorenzo,1
9456,9,9,09979,Carmen Serdán,1
9457,9,10,10000,Lomas Quebradas,1
9458,9,10,10010,San Bartolo Ameyalco,1
9459,9,10,10010,La Malinche,1
9460,9,10,10020,Cuauhtémoc,1
9461,9,10,10100,Unidad Independencia IMSS,1
9462,9,10,10110,Puente Sierra,1
9463,9,10,10130,Batan Viejo,1
9464,9,10,10200,San Jerónimo Lídice,1
9465,9,10,10210,Los Capulines,1
9466,9,10,10290,Bosques de La Magdalena,1
9467,9,10,10300,San Bernabé Ocotepec,1
9468,9,10,10309,El Oasis de San Bernabé,1
9469,9,10,10320,El Tanque,1
9470,9,10,10330,Las Cruces,1
9471,9,10,10340,Los Padres,1
9472,9,10,10350,Lomas de San Bernabé,1
9473,9,10,10360,Huayatla,1
9474,9,10,10368,Ampliación Potrerillo,1
9475,9,10,10369,Ampliación Lomas de San Bernabé,1
9476,9,10,10369,Tierra Unida,1
9477,9,10,10370,Palmas,1
9478,9,10,10378,Atacaxco,1
9479,9,10,10379,Vista Hermosa,1
9480,9,10,10380,Barros Sierra,1
9481,9,10,10400,San Jerónimo Aculco,1
9482,9,10,10500,Barrio San Francisco,1
9483,9,10,10580,Barranca Seca,1
9484,9,10,10600,El Rosal,1
9485,9,10,10610,El Toro,1
9486,9,10,10620,Potrerillo,1
9487,9,10,10630,El Ocotal,1
9488,9,10,10640,La Carbonera,1
9489,9,10,10640,Pueblo Nuevo Alto,1
9490,9,10,10640,Pueblo Nuevo Bajo,1
9491,9,10,10650,Rancho Pachita,1
9492,9,10,10660,El Ermitaño,1
9493,9,10,10700,Héroes de Padierna,1
9494,9,10,10710,Santa Teresa,1
9495,9,10,10720,Pedregal 2,1
9496,9,10,10730,Santa Teresa,1
9497,9,10,10740,Santa Teresa,1
9498,9,10,10800,La Cruz,1
9499,9,10,10810,San Francisco,1
9500,9,10,10820,La Guadalupe,1
9501,9,10,10830,La Concepción,1
9502,9,10,10840,Plazuela del Pedregal,1
9503,9,10,10840,Las Calles,1
9504,9,10,10900,San Nicolás Totolapan,1
9505,9,10,10910,La Magdalena,1
9506,9,10,10920,Las Huertas,1
9507,9,10,10926,Tierra Colorada,1
9508,9,11,11000,Lomas de Chapultepec I Sección,1
9509,9,11,11000,Lomas de Chapultepec VIII Sección,1
9510,9,11,11000,Lomas de Chapultepec VI Sección,1
9511,9,11,11000,Lomas de Chapultepec III Sección,1
9512,9,11,11000,Lomas de Chapultepec IV Sección,1
9513,9,11,11000,Lomas de Chapultepec V Sección,1
9514,9,11,11000,Lomas de Chapultepec VII Sección,1
9515,9,11,11000,Lomas de Chapultepec II Sección,1
9516,9,11,11040,Molino del Rey,1
9517,9,11,11100,Bosque de Chapultepec III Sección,1
9518,9,11,11100,Bosque de Chapultepec II Sección,1
9519,9,11,11109,Residencia Oficial de los Pinos,1
9520,9,11,11200,Lomas Hermosa,1
9521,9,11,11200,Lomas de Sotelo,1
9522,9,11,11210,San Lorenzo Tlaltenango,1
9523,9,11,11220,Hermanos Serdán,1
9524,9,11,11220,Periodista,1
9525,9,11,11230,Argentina Poniente,1
9526,9,11,11239,México Tacuba,1
9527,9,11,11240,Ignacio Manuel Altamirano,1
9528,9,11,11250,10 de Abril,1
9529,9,11,11259,Lázaro Tata,1
9530,9,11,11260,México Nuevo,1
9531,9,11,11260,San Joaquín,1
9532,9,11,11270,Argentina Antigua,1
9533,9,11,11280,Torre Blanca,1
9534,9,11,11289,Ampliación Torre Blanca,1
9535,9,11,11290,San Diego Ocoyoacac,1
9536,9,11,11290,Huíchapan,1
9537,9,11,11300,Verónica Anzures,1
9538,9,11,11310,Mariano Escobedo,1
9539,9,11,11320,Anáhuac I Sección,1
9540,9,11,11320,Anáhuac II Sección,1
9541,9,11,11330,Un Hogar Para Nosotros,1
9542,9,11,11340,Santo Tomas,1
9543,9,11,11350,Plutarco Elías Calles,1
9544,9,11,11360,Agricultura,1
9545,9,11,11370,Tlaxpana,1
9546,9,11,11400,Popotla,1
9547,9,11,11410,Legaria,1
9548,9,11,11410,Tacuba,1
9549,9,11,11420,Nextitla,1
9550,9,11,11430,Ventura Pérez de Alva,1
9551,9,11,11430,Pensil Norte,1
9552,9,11,11440,San Juanico,1
9553,9,11,11440,Reforma Pensil,1
9554,9,11,11450,Modelo Pensil,1
9555,9,11,11450,Ahuehuetes Anáhuac,1
9556,9,11,11450,Peralitos,1
9557,9,11,11460,Lago Norte,1
9558,9,11,11460,Dos Lagos,1
9559,9,11,11460,Los Manzanos,1
9560,9,11,11460,Lago Sur,1
9561,9,11,11470,Deportivo Pensil,1
9562,9,11,11470,5 de Mayo,1
9563,9,11,11479,Unidad Legaria IMSS,1
9564,9,11,11480,Francisco I Madero,1
9565,9,11,11480,Popo,1
9566,9,11,11489,Ampliación Popo,1
9567,9,11,11490,Pensil Sur,1
9568,9,11,11490,Cuauhtémoc Pensil,1
9569,9,11,11500,Irrigación,1
9570,9,11,11510,Polanco I Sección,1
9571,9,11,11520,Granada,1
9572,9,11,11529,Ampliación Granada,1
9573,9,11,11530,Polanco II Sección,1
9574,9,11,11540,Polanco III Sección,1
9575,9,11,11550,Polanco IV Sección,1
9576,9,11,11560,Polanco V Sección,1
9577,9,11,11580,Bosque de Chapultepec I Sección,1
9578,9,11,11590,Anzures,1
9579,9,11,11600,Residencial Militar,1
9580,9,11,11610,Manuel Avila Camacho,1
9581,9,11,11619,Campo Militar 1,1
9582,9,11,11649,Hospital Central Militar,1
9583,9,11,11650,Reforma Social,1
9584,9,11,11700,Bosque de las Lomas,1
9585,9,11,11800,Escandón I Sección,1
9586,9,11,11800,Escandón II Sección,1
9587,9,11,11810,16 de Septiembre,1
9588,9,11,11820,América,1
9589,9,11,11830,Daniel Garza,1
9590,9,11,11840,Ampliación Daniel Garza,1
9591,9,11,11850,San Miguel Chapultepec II Sección,1
9592,9,11,11850,San Miguel Chapultepec I Sección,1
9593,9,11,11860,Observatorio,1
9594,9,11,11870,Tacubaya,1
9595,9,11,11910,Lomas de Bezares,1
9596,9,11,11920,Real de las Lomas,1
9597,9,11,11930,Lomas de Reforma,1
9598,9,11,11950,Lomas Altas,1
9599,9,12,12000,La Concepción,1
9600,9,12,12000,Los Ángeles,1
9601,9,12,12000,Villa Milpa Alta Centro,1
9602,9,12,12000,La Luz,1
9603,9,12,12000,San Mateo,1
9604,9,12,12000,Santa Cruz,1
9605,9,12,12000,Santa Martha,1
9606,9,12,12070,San Agustin,1
9607,9,12,12080,San Agustin Ohtenco,1
9608,9,12,12100,Xaltipac,1
9609,9,12,12100,Tecaxtitla,1
9610,9,12,12100,Tenantitla,1
9611,9,12,12100,Xochitepec,1
9612,9,12,12100,Cruztitla,1
9613,9,12,12110,Emiliano Zapata,1
9614,9,12,12110,La Conchita,1
9615,9,12,12200,Nochtla,1
9616,9,12,12200,Tula,1
9617,9,12,12200,Panchimalco,1
9618,9,12,12200,Ocotitla,1
9619,9,12,12250,San Bartolomé Xicomulco,1
9620,9,12,12300,San Salvador Cuauhtenco,1
9621,9,12,12400,San Juan,1
9622,9,12,12400,San Miguel,1
9623,9,12,12400,Centro,1
9624,9,12,12410,Chalmita,1
9625,9,12,12500,San Lorenzo Tlacoyucan,1
9626,9,12,12600,San Jerónimo Miacatlán,1
9627,9,12,12700,San Francisco Tecoxpa,1
9628,9,12,12800,San Juan Tepenahuac,1
9629,9,12,12910,La Lupita Teticpac,1
9630,9,12,12920,San Marcos,1
9631,9,12,12930,San Miguel,1
9632,9,12,12940,San José,1
9633,9,12,12950,La Lupita Xolco,1
9634,9,13,13000,La Asunción,1
9635,9,13,13010,Santa Cecilia,1
9636,9,13,13020,San José,1
9637,9,13,13030,San Juan,1
9638,9,13,13040,San Mateo,1
9639,9,13,13050,La Habana,1
9640,9,13,13060,La Guadalupe,1
9641,9,13,13060,Santa Ana,1
9642,9,13,13060,Hombres de la Reforma,1
9643,9,13,13063,Geovillas de Xochimilco,1
9644,9,13,13070,La Magdalena,1
9645,9,13,13070,San Miguel,1
9646,9,13,13080,Los Reyes,1
9647,9,13,13090,Quiahuatla,1
9648,9,13,13093,San Sebastián,1
9649,9,13,13094,San Isidro,1
9650,9,13,13099,San Andrés,1
9651,9,13,13100,El Mirador,1
9652,9,13,13100,La Guadalupe,1
9653,9,13,13110,Cañada,1
9654,9,13,13119,La Poblanita,1
9655,9,13,13120,Ampliación Santa Catarina,1
9656,9,13,13120,Chichilaula,1
9657,9,13,13120,Santiago,1
9658,9,13,13120,Teozoma,1
9659,9,13,13120,La Mesa,1
9660,9,13,13123,La Joyita,1
9661,9,13,13129,San Francisco Apolocalco,1
9662,9,13,13150,La Concepción,1
9663,9,13,13180,San Miguel,1
9664,9,13,13200,Miguel Hidalgo,1
9665,9,13,13210,Los Olivos,1
9666,9,13,13219,Ampliación Los Olivos,1
9667,9,13,13219,Las Arboledas,1
9668,9,13,13220,La Nopalera,1
9669,9,13,13230,Granjas Cabrera,1
9670,9,13,13250,La Turba,1
9671,9,13,13270,Del Mar,1
9672,9,13,13270,Cooperativa C.I.A.N.I.,1
9673,9,13,13273,La Draga,1
9674,9,13,13278,Villa Centroamericana,1
9675,9,13,13278,Nueva Tenochtitlán,1
9676,9,13,13278,Villas Trabajadores del Gobierno del Distrito Federal,1
9677,9,13,13280,Agrícola Metropolitana,1
9678,9,13,13300,Santiago Centro,1
9679,9,13,13300,Santa Ana Poniente,1
9680,9,13,13300,Santa Ana Centro,1
9681,9,13,13300,Manuel M López III,1
9682,9,13,13300,Santiago Norte,1
9683,9,13,13300,Santa Ana Norte,1
9684,9,13,13310,Zapotitla,1
9685,9,13,13315,Ampliación Zapotitla,1
9686,9,13,13316,Los Volcanes,1
9687,9,13,13316,Manuel M López II,1
9688,9,13,13316,Manuel Gutierrez Najera,1
9689,9,13,13317,Aurorita,1
9690,9,13,13317,Nueva Tenochtitlán,1
9691,9,13,13318,La Herradura,1
9692,9,13,13319,Benito Quezada,1
9693,9,13,13319,La Estación,1
9694,9,13,13360,La Conchita Zapotitlán,1
9695,9,13,13360,Santa Ana Sur,1
9696,9,13,13360,Santiago Sur,1
9697,9,13,13363,Tempiluli,1
9698,9,13,13400,San Francisco Tlaltenco,1
9699,9,13,13410,López Portillo,1
9700,9,13,13410,La Orilla,1
9701,9,13,13419,Ampliación José López Portillo,1
9702,9,13,13420,Selene,1
9703,9,13,13429,3 de Mayo,1
9704,9,13,13430,Ampliación Selene,1
9705,9,13,13440,Géminis,1
9706,9,13,13440,Zacatenco,1
9707,9,13,13440,Zacatenco,1
9708,9,13,13450,Guadalupe Tlaltenco,1
9709,9,13,13450,Ojo de Agua,1
9710,9,13,13460,El Triángulo,1
9711,9,13,13508,San Agustín,1
9712,9,13,13508,La Soledad,1
9713,9,13,13509,La Concepción,1
9714,9,13,13510,La Lupita,1
9715,9,13,13520,Francisco Villa,1
9716,9,13,13529,La Loma,1
9717,9,13,13530,La Asunción,1
9718,9,13,13530,Jaime Torres Bodet,1
9719,9,13,13540,Tierra Blanca,1
9720,9,13,13540,El Rosario,1
9721,9,13,13545,Ampliación La Conchita,1
9722,9,13,13546,Olivar Santa María,1
9723,9,13,13549,Peña Alta,1
9724,9,13,13550,Jardines del Llano,1
9725,9,13,13550,Potrero del Llano,1
9726,9,13,13559,Villa Tlatempa,1
9727,9,13,13600,San Bartolomé,1
9728,9,13,13610,Los Reyes,1
9729,9,13,13625,Santa Cruz,1
9730,9,13,13630,San Agustín,1
9731,9,13,13640,San Miguel,1
9732,9,13,13700,Tepantitlamilco,1
9733,9,13,13700,San Nicolás Tetelco,1
9734,9,14,14000,Tlalpan,1
9735,9,14,14000,Tlalpan Centro,1
9736,9,14,14010,Parque del Pedregal,1
9737,9,14,14020,Villa Olímpica,1
9738,9,14,14030,Isidro Fabela,1
9739,9,14,14038,Zapote 1,1
9740,9,14,14038,Luis Donaldo Colosio,1
9741,9,14,14039,Ampliación Isidro Fabela,1
9742,9,14,14039,Cuitlahuac,1
9743,9,14,14040,Cantera Puente de Piedra,1
9744,9,14,14040,Pueblo Quieto,1
9745,9,14,14049,Comuneros de Santa Úrsula,1
9746,9,14,14050,Toriello Guerra,1
9747,9,14,14060,Peña Pobre,1
9748,9,14,14070,Barrio San Fernando,1
9749,9,14,14070,Rómulo Sánchez Mireles,1
9750,9,14,14070,San Pedro Apóstol,1
9751,9,14,14070,Paseos de Mendoza,1
9752,9,14,14080,Barrio del Niño Jesús,1
9753,9,14,14080,Belisario Domínguez Sección XVI,1
9754,9,14,14090,La Joya,1
9755,9,14,14098,Torres Tlalpan FOVISSSTE,1
9756,9,14,14100,Pedregal de San Nicolás 2A Sección,1
9757,9,14,14100,Pedregal de San Nicolás 5A Sección,1
9758,9,14,14100,Pedregal de San Nicolás 3A Sección,1
9759,9,14,14100,Pedregal de San Nicolás 4A Sección,1
9760,9,14,14100,Pedregal de San Nicolás 1A Sección,1
9761,9,14,14108,Chichicaspatl,1
9762,9,14,14108,Pedregal Chichicaspatl,1
9763,9,14,14110,Pedregal del Lago,1
9764,9,14,14110,Ampliación Fuentes del Pedregal,1
9765,9,14,14120,Rincón del Pedregal,1
9766,9,14,14129,Residencial Pedregal Picacho,1
9767,9,14,14130,"Lic. Emilio Portes Gil ""PEMEX""",1
9768,9,14,14140,Fuentes del Pedregal,1
9769,9,14,14148,Retornos del Pedregal,1
9770,9,14,14150,Lomas del Pedregal Framboyanes,1
9771,9,14,14160,Popular Santa Teresa,1
9772,9,14,14200,Jardines del Ajusco,1
9773,9,14,14200,Héroes de Padierna,1
9774,9,14,14208,Colinas del Ajusco,1
9775,9,14,14209,Torres de Padierna,1
9776,9,14,14210,Jardines en la Montaña,1
9777,9,14,14219,Six Flags (Reino Aventura),1
9778,9,14,14219,Parque Nacional Bosque del Pedregal,1
9779,9,14,14220,Lomas del Pedregal,1
9780,9,14,14220,Cuchilla de Padierna,1
9781,9,14,14230,Cultura Maya,1
9782,9,14,14239,Los Encinos,1
9783,9,14,14240,Lomas de Padierna,1
9784,9,14,14240,Lomas Hidalgo,1
9785,9,14,14248,Cruz del Farol,1
9786,9,14,14250,Miguel Hidalgo 2A Sección,1
9787,9,14,14250,Miguel Hidalgo 4A Sección,1
9788,9,14,14250,Miguel Hidalgo,1
9789,9,14,14250,Miguel Hidalgo 3A Sección,1
9790,9,14,14260,Barrio El Capulín,1
9791,9,14,14260,Miguel Hidalgo 1A Sección,1
9792,9,14,14266,Zacayucan Peña Pobre,1
9793,9,14,14267,Barrio de Caramagüey,1
9794,9,14,14268,Barrio La Lonja,1
9795,9,14,14269,Barrio La Fama,1
9796,9,14,14270,Primavera,1
9797,9,14,14273,Solidaridad,1
9798,9,14,14275,Paraje 38,1
9799,9,14,14276,Verano,1
9800,9,14,14300,Residencial Miramontes,1
9801,9,14,14300,Residencial Acoxpa,1
9802,9,14,14300,Nueva Oriental Coapa,1
9803,9,14,14307,Villa del Sur,1
9804,9,14,14308,Ex Hacienda Coapa,1
9805,9,14,14308,Real del Sur,1
9806,9,14,14309,3 Fuentes,1
9807,9,14,14310,Vergel Tlalpan,1
9808,9,14,14310,Belisario Domínguez,1
9809,9,14,14310,Floresta Coyoacán,1
9810,9,14,14320,Vergel Coapa,1
9811,9,14,14325,Rinconada Coapa 2A Sección,1
9812,9,14,14326,Tenorios,1
9813,9,14,14326,Tenorios INFONAVIT,1
9814,9,14,14327,Tenorios 2,1
9815,9,14,14328,Lotería Nacional,1
9816,9,14,14328,Villa Valbadena,1
9817,9,14,14329,Tenorios FOVISSSTE,1
9818,9,14,14330,Granjas Coapa,1
9819,9,14,14330,Rinconada Coapa 1A Sección,1
9820,9,14,14330,Residencial Hacienda Coapa,1
9821,9,14,14334,Sauzales Cebadales,1
9822,9,14,14335,Villa del Puente,1
9823,9,14,14336,Villa Cuemanco INFONAVIT,1
9824,9,14,14337,Urbano Coapa,1
9825,9,14,14338,FOVISSSTE Periférico,1
9826,9,14,14338,Fuerza Armada de México,1
9827,9,14,14340,Vergel de Coyoacán,1
9828,9,14,14340,Vergel del Sur,1
9829,9,14,14350,Prado Coapa 1A Sección,1
9830,9,14,14356,Jardines Villa Coapa,1
9831,9,14,14357,Prado Coapa 2A Sección,1
9832,9,14,14357,Prado Coapa 3A Sección,1
9833,9,14,14358,Residencial Villa Prado Coapa,1
9834,9,14,14360,Villa Cuemanco,1
9835,9,14,14360,Magisterial Coapa,1
9836,9,14,14360,Magisterial,1
9837,9,14,14370,Villa Lázaro Cárdenas,1
9838,9,14,14370,Residencial Chimali,1
9839,9,14,14370,Hacienda de San Juan de Tlalpan 2a Sección,1
9840,9,14,14370,San Lorenzo Huipulco,1
9841,9,14,14376,Arboledas del Sur,1
9842,9,14,14377,Hacienda San Juan,1
9843,9,14,14378,Rincón de San Juan,1
9844,9,14,14380,A.M.S.A,1
9845,9,14,14380,San Bartolo El Chico,1
9846,9,14,14386,Rancho los Colorines,1
9847,9,14,14387,Ex Hacienda San Juan de Dios,1
9848,9,14,14388,Guadalupe,1
9849,9,14,14389,Arenal de Guadalupe,1
9850,9,14,14390,Narciso Mendoza,1
9851,9,14,14390,Rinconada Las Hadas,1
9852,9,14,14390,Villa Coapa,1
9853,9,14,14390,Residencial Villa Coapa,1
9854,9,14,14399,Villa Royale,1
9855,9,14,14400,San Andrés Totoltepec,1
9856,9,14,14406,Divisadero,1
9857,9,14,14408,Nuevo Renacimiento de Axalco,1
9858,9,14,14409,Tecorral,1
9859,9,14,14410,Fuentes Brotantes,1
9860,9,14,14420,Cumbres de Tepetongo,1
9861,9,14,14420,Mesa de los Hornos,1
9862,9,14,14420,Santa Úrsula Xitla,1
9863,9,14,14426,Texcaltenco,1
9864,9,14,14426,Tlaxcaltenco la Mesa,1
9865,9,14,14427,San Juan Tepeximilpa,1
9866,9,14,14427,Tepeximilpa la Paz,1
9867,9,14,14428,Cantera,1
9868,9,14,14429,Santísima Trinidad,1
9869,9,14,14430,Barrio El Truenito,1
9870,9,14,14430,Tlalcoligia,1
9871,9,14,14438,Pedregal de Santa Úrsula Xitla,1
9872,9,14,14439,Pedregal de las Águilas,1
9873,9,14,14440,Los Volcanes,1
9874,9,14,14449,El Mirador 2A Sección,1
9875,9,14,14449,El Mirador 1A Sección,1
9876,9,14,14449,El Mirador 3A Sección,1
9877,9,14,14450,Jardines de Xitle,1
9878,9,14,14456,Atocpa,1
9879,9,14,14460,Tlalpuente,1
9880,9,14,14470,Tepetitla,1
9881,9,14,14470,Plan de Ayala,1
9882,9,14,14476,La Palma,1
9883,9,14,14479,Viveros Coatectlán,1
9884,9,14,14480,La Magdalena Petlacalco,1
9885,9,14,14490,San Miguel Xicalco,1
9886,9,14,14500,San Miguel Topilejo,1
9887,9,14,14520,La Quinta,1
9888,9,14,14529,Estación Ajusco,1
9889,9,14,14550,Estrella Mora,1
9890,9,14,14600,Valle Escondido,1
9891,9,14,14608,Colinas del Bosque,1
9892,9,14,14609,Las Tórtolas,1
9893,9,14,14610,Arenal Tepepan,1
9894,9,14,14620,Club de Golf México,1
9895,9,14,14629,San Buenaventura,1
9896,9,14,14630,Chimalcoyoc,1
9897,9,14,14630,Villa Tlalpan,1
9898,9,14,14639,San Pedro Mártir FOVISSSTE,1
9899,9,14,14640,Ejidos de San Pedro Mártir,1
9900,9,14,14643,Fuentes de Tepepan,1
9901,9,14,14646,Valle de Tepepan,1
9902,9,14,14647,Juventud Unida,1
9903,9,14,14647,Movimiento Organizado de Tlalpan,1
9904,9,14,14647,Rinconada El Mirador,1
9905,9,14,14650,San Pedro Mártir,1
9906,9,14,14653,Heróico Colegio Militar,1
9907,9,14,14654,La Magueyera,1
9908,9,14,14654,Dolores Tlali,1
9909,9,14,14655,Valle Verde o Lomas Verdes,1
9910,9,14,14657,Tlalmille,1
9911,9,14,14658,Mirador del Valle,1
9912,9,14,14659,María Esther Zuno de Echeverría,1
9913,9,14,14700,San Miguel Ajusco,1
9914,9,14,14710,Santo Tomas Ajusco,1
9915,9,14,14720,Belvedere Ajusco,1
9916,9,14,14730,Lomas de Cuilotepec,1
9917,9,14,14734,Zacatón,1
9918,9,14,14735,San Nicolás 2,1
9919,9,14,14735,Lomas de Tepemecatl,1
9920,9,14,14737,Vistas del Pedregal,1
9921,9,14,14738,Bosques del Pedregal,1
9922,9,14,14739,2 de Octubre,1
9923,9,14,14740,Lomas de Padierna Sur,1
9924,9,14,14748,Mirador I,1
9925,9,14,14748,Mirador II,1
9926,9,14,14749,Chimilli,1
9927,9,14,14750,Rancho Viejo,1
9928,9,14,14760,Héroes de 1910,1
9929,9,14,14780,El Charco,1
9930,9,14,14790,San Jorge,1
9931,9,14,14900,Parres El Guarda,1
9932,9,15,15000,General Ignacio Zaragoza,1
9933,9,15,15010,Valentín Gómez Farias,1
9934,9,15,15020,Puebla,1
9935,9,15,15100,Zona Centro,1
9936,9,15,15120,Candelaria de los Patos FOVISSSTE,1
9937,9,15,15200,Janitzio,1
9938,9,15,15210,Valle Gómez,1
9939,9,15,15220,Popular Rastro,1
9940,9,15,15220,Nicolás Bravo,1
9941,9,15,15230,Emilio Carranza,1
9942,9,15,15240,Michoacana,1
9943,9,15,15250,Ampliación Michoacana,1
9944,9,15,15260,Ampliación 20 de Noviembre,1
9945,9,15,15270,Morelos,1
9946,9,15,15280,Penitenciaria,1
9947,9,15,15290,10 de Mayo,1
9948,9,15,15299,Emiliano Zapata,1
9949,9,15,15300,20 de Noviembre,1
9950,9,15,15309,5o Tramo 20 de Noviembre,1
9951,9,15,15310,Felipe Ángeles,1
9952,9,15,15320,Azteca,1
9953,9,15,15330,Tres Mosqueteros,1
9954,9,15,15339,Ampliación Venustiano Carranza,1
9955,9,15,15340,Venustiano Carranza,1
9956,9,15,15350,Ampliación Penitenciaria,1
9957,9,15,15370,Progresista,1
9958,9,15,15380,Escuela de Tiro,1
9959,9,15,15390,7 de Julio,1
9960,9,15,15400,Romero Rubio,1
9961,9,15,15410,Simón Bolívar,1
9962,9,15,15420,Ampliación Simón Bolívar,1
9963,9,15,15430,Aquiles Serdán,1
9964,9,15,15440,1° de Mayo,1
9965,9,15,15450,Damián Carmona,1
9966,9,15,15460,Revolución,1
9967,9,15,15470,Miguel Hidalgo,1
9968,9,15,15500,Moctezuma 1a Sección,1
9969,9,15,15510,Pensador Mexicano,1
9970,9,15,15520,Peñón de los Baños,1
9971,9,15,15530,Moctezuma 2a Sección,1
9972,9,15,15540,Santa Cruz Aviación,1
9973,9,15,15600,Arenal 1a Sección,1
9974,9,15,15610,Cuchilla Pantitlán,1
9975,9,15,15620,México (Lic. Benito Juárez),1
9976,9,15,15630,Caracol,1
9977,9,15,15640,Arenal 4a Sección,1
9978,9,15,15640,Arenal Puerto Aéreo,1
9979,9,15,15650,Ampliación Caracol,1
9980,9,15,15660,Arenal 3a Sección,1
9981,9,15,15670,Adolfo López Mateos,1
9982,9,15,15680,Arenal 2a Sección,1
